1214776587540762624,1401293111188504581,0.0
1138161407722004480,1110483665983889408,1.0
1239186399158566917,1237789596366376966,1.0
1325313014191558656,1188124646782189570,1.0
1157648454782541825,1177650572981407745,0.0
1239186399158566917,1325313014191558656,1.0
1157648454782541825,1092603994130636801,1.0
1392601018051923971,1281145295183675395,1.0
1126237228802306048,1247977720111411200,1.0
1346925193885839362,1247977720111411200,0.0
1281145295183675395,1293734297212518403,1.0
1205211190269333506,1293734297212518403,1.0
1401293111188504581,1336734601721606146,0.0
1205211190269333506,1302761498419163136,1.0
1096531738459803648,1312077910640152580,0.5
1164493635812876289,1230073036554096640,0.0
1190757060184596480,1171155694009167872,1.0
1312077910640152580,1171155694009167872,0.0
1302761498419163136,1138161407722004480,0.0
1302761498419163136,1239186399158566917,0.0
1188124646782189570,1239186399158566917,0.0
1098958377206591489,1164493635812876289,1.0
1230073036554096640,1336734601721606146,1.0
1392601018051923971,1346925193885839362,1.0
1239186399158566917,1108620504989089792,0.5
1336734601721606146,1181961073173254145,0.0
1098958377206591489,1392601018051923971,0.0
1281145295183675395,1302761498419163136,0.0
1336734601721606146,1096531738459803648,1.0
1302761498419163136,1336734601721606146,1.0
1346925193885839362,1239186399158566917,0.0
1214776587540762624,1169394691395203073,0.5
1166750065643401217,1293734297212518403,0.0
1098958377206591489,1230073036554096640,1.0
1108620504989089792,1270138265820033024,0.0
1103355312441036805,1336734601721606146,1.0
1166750065643401217,1226206802964025344,0.0
1312077910640152580,1392601018051923971,0.0
1226206802964025344,1325313014191558656,0.0
1369087033893740544,1126237228802306048,0.0
1171155694009167872,1126237228802306048,0.0
1237789596366376966,1379808771120201728,0.0
1302761498419163136,1217410113499103232,0.0
1401293111188504581,1239186399158566917,0.0
1188124646782189570,1190757060184596480,1.0
1181961073173254145,1401293111188504581,0.0
1230073036554096640,1312077910640152580,0.0
1103355312441036805,1379808771120201728,1.0
1247977720111411200,1115330301033615360,0.0
1177650572981407745,1302761498419163136,0.0
1092603994130636801,1281145295183675395,0.5
1302761498419163136,1169394691395203073,1.0
1108620504989089792,1336734601721606146,0.0
1177650572981407745,1103355312441036805,1.0
1188124646782189570,1237789596366376966,0.0
1312077910640152580,1293734297212518403,1.0
1096531738459803648,1177650572981407745,1.0
1171155694009167872,1336734601721606146,0.5
1281145295183675395,1312077910640152580,0.0
1126237228802306048,1226206802964025344,0.0
1164493635812876289,1177650572981407745,0.0
1217410113499103232,1148363666582134785,0.0
1214776587540762624,1270138265820033024,1.0
1302761498419163136,1312077910640152580,0.0
1392601018051923971,1115330301033615360,0.0
1108620504989089792,1096531738459803648,1.0
1169394691395203073,1171155694009167872,0.0
1096531738459803648,1205211190269333506,0.0
1401293111188504581,1126237228802306048,0.0
1379808771120201728,1138161407722004480,0.0
1115330301033615360,1103355312441036805,1.0
1281145295183675395,1166750065643401217,0.0
1226206802964025344,1214776587540762624,1.0
1098958377206591489,1115330301033615360,1.0
1164493635812876289,1239186399158566917,0.0
1098958377206591489,1177650572981407745,1.0
1217410113499103232,1239186399158566917,1.0
1188124646782189570,1392601018051923971,0.0
1138161407722004480,1098958377206591489,1.0
1110483665983889408,1205211190269333506,1.0
1157648454782541825,1148363666582134785,1.0
1325313014191558656,1336734601721606146,0.5
1148363666582134785,1096531738459803648,0.0
1226206802964025344,1336734601721606146,1.0
1302761498419163136,1108620504989089792,0.0
1103355312441036805,1190757060184596480,0.0
1103355312441036805,1293734297212518403,1.0
1157648454782541825,1281145295183675395,0.0
1247977720111411200,1302761498419163136,0.0
